Ticker,Prix,High52W,Low52W,Median52W,ZoneHigh,ZoneLow,PctRange,DistMedian_%,MM30_Daily,Dist_MM30_%,MM30DailySlope_%,Vol14j_%,ATR14j_$,MM30W_3W_Haussier,Phase2_Daily,Breakout,In_Zone,Strat1_Zone,Strat2_Pullback,Strat3_Precoce,Setup,Prix_Alert_Pullback_m3,Prix_Alert_Pullback_p3,PRU_$,Qte_Total,Qte_par_Tier,T1_Prix_$,T1_Gain_$,T2_Prix_$,T2_Gain_$,Signal_Secu_$,SL_Secu_$,T3_Trailing_$,SL_Initial_$,Perte_Max_$,Gain_Secu_$,RR_Ratio
EQT,53.72,67.84,47.79,57.81,65.04,50.59,29.6,-7.1,52.33,2.7,1.69,6.34,1.26,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,50.76,53.9,,,,,,,,,,,,,,
ERIC,10.17,13.77,7.46,10.62,11.94,9.29,42.9,-4.2,9.96,2.2,-3.13,3.91,0.17,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,9.66,10.25,,,,,,,,,,,,,,
ERO,38.43,39.88,13.8,26.84,30.19,23.48,94.4,43.2,30.25,27.0,12.57,18.57,2.02,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,29.34,31.16,,,,,,,,,,,,,,
ES,71.18,76.57,58.84,67.7,76.17,59.24,69.6,5.1,72.97,-2.5,-0.96,3.88,1.25,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,70.78,75.16,,,,,,,,,,,,,,
ESI,35.15,49.25,22.69,35.97,40.47,31.48,46.9,-2.3,37.54,-6.4,-4.33,7.02,1.13,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,36.41,38.66,,,,,,,,,,,,,,
ESLT,727.82,1013.65,444.69,729.17,820.32,638.03,49.8,-0.2,788.73,-7.7,-0.04,10.2,24.31,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,765.07,812.4,,,,,,,,,,,,,,
ESNT,68.72,70.37,55.34,62.86,70.71,55.0,89.0,9.3,67.09,2.4,2.16,6.06,1.51,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,65.08,69.1,68.72,10.9139,3.638,103.08,125.0,140.88,262.5,82.46,74.22,64.6,64.6,45.0,387.5,8.61
ESTC,83.59,96.07,42.05,69.06,77.69,60.43,76.9,21.0,71.07,17.6,12.93,14.98,3.85,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,68.94,73.2,83.59,8.9724,2.9908,125.38,125.0,171.36,262.5,100.31,90.28,78.57,78.57,45.0,387.5,8.61
ET,21.14,21.64,15.1,18.37,20.67,16.07,92.3,15.1,20.33,3.9,3.16,4.37,0.37,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,19.72,20.94,,,,,,,,,,,,,,
ETN,409.39,478.0,309.33,393.67,442.87,344.46,59.3,4.0,421.24,-2.8,2.59,7.47,13.31,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,408.61,433.88,,,,,,,,,,,,,,
ETR,105.76,117.75,84.3,101.02,113.65,88.4,64.2,4.7,109.27,-3.2,-2.07,4.3,2.14,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,105.99,112.55,,,,,,,,,,,,,,
ETSY,85.61,87.97,44.0,65.99,74.24,57.74,94.6,29.7,82.5,3.8,1.33,11.12,3.67,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,80.02,84.97,,,,,,,,,,,,,,
EVR,289.12,386.72,265.19,325.95,366.7,285.21,19.7,-11.3,318.38,-9.2,-4.12,7.7,10.06,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,308.83,327.94,,,,,,,,,,,,,,
EVT,29.09,29.57,21.74,25.65,28.86,22.45,93.9,13.4,28.25,3.0,2.49,2.4,0.34,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,27.4,29.1,29.09,25.7821,8.594,43.64,125.0,59.63,262.5,34.91,31.42,27.34,27.34,45.0,387.5,8.61
EW,91.02,96.29,72.3,84.3,94.83,73.76,78.0,8.0,88.36,3.0,-0.43,5.08,1.92,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,85.71,91.01,,,,,,,,,,,,,,
EWBC,129.08,137.47,90.34,113.91,128.14,99.67,82.2,13.3,132.06,-2.3,0.93,4.34,2.41,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,128.1,136.02,,,,,,,,,,,,,,
EXC,44.38,50.18,41.46,45.82,51.55,40.09,33.5,-3.1,45.85,-3.2,-1.37,4.63,0.87,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,44.48,47.23,,,,,,,,,,,,,,
EXEL,54.34,57.57,33.76,45.66,51.37,39.96,86.4,19.0,54.32,0.0,-1.89,10.92,1.7,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,52.69,55.95,,,,,,,,,,,,,,
EXLS,37.78,45.08,24.85,34.97,39.34,30.59,63.9,8.0,32.59,15.9,9.87,7.33,1.09,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,31.62,33.57,,,,,,,,,,,,,,
EXP,204.89,245.53,171.79,208.66,234.74,182.58,44.9,-1.8,209.23,-2.1,-1.21,6.92,6.08,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,202.95,215.5,,,,,,,,,,,,,,
EXPD,187.01,189.99,111.78,150.89,169.75,132.03,96.2,23.9,179.33,4.3,3.53,5.24,4.24,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,173.95,184.71,,,,,,,,,,,,,,
EXPE,336.55,338.11,184.55,261.33,293.99,228.66,99.0,28.8,298.83,12.6,7.18,8.96,12.68,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,289.87,307.8,,,,,,,,,,,,,,
EXPO,70.78,81.18,51.64,66.41,74.71,58.11,64.8,6.6,65.69,7.7,3.89,5.74,1.97,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,63.72,67.66,,,,,,,,,,,,,,
EXR,146.24,158.88,121.45,140.17,157.69,122.65,66.2,4.3,147.91,-1.1,0.29,3.12,2.43,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,143.47,152.35,,,,,,,,,,,,,,
EXTR,22.4,33.73,13.48,23.6,26.56,20.65,44.0,-5.1,27.28,-17.9,-9.13,20.48,1.42,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,26.46,28.1,,,,,,,,,,,,,,
EYE,18.25,30.02,14.75,22.39,25.18,19.59,22.9,-18.5,20.58,-11.3,-0.56,12.94,0.99,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,19.96,21.2,,,,,,,,,,,,,,
F,13.91,17.59,10.81,14.2,15.97,12.42,45.7,-2.1,14.15,-1.7,1.21,9.19,0.41,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,13.73,14.58,,,,,,,,,,,,,,
FAF,72.25,79.87,55.74,67.8,76.28,59.33,68.4,6.6,73.36,-1.5,1.3,4.65,1.5,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,71.16,75.56,,,,,,,,,,,,,,
FAST,51.33,52.92,38.34,45.63,51.33,39.93,89.1,12.5,48.79,5.2,3.04,3.92,0.96,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,47.33,50.25,,,,,,,,,,,,,,
FBK,58.62,62.65,48.87,55.76,62.74,48.79,70.8,5.1,59.98,-2.3,2.56,4.01,1.09,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,58.18,61.78,,,,,,,,,,,,,,
FBP,28.4,29.88,18.83,24.36,27.4,21.31,86.6,16.6,28.64,-0.8,3.11,4.21,0.47,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,27.78,29.5,,,,,,,,,,,,,,
FCN,156.17,189.3,137.65,163.47,183.91,143.04,35.9,-4.5,157.11,-0.6,-0.29,4.63,4.26,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,152.39,161.82,,,,,,,,,,,,,,
FCX,77.06,78.88,34.78,56.83,63.93,49.72,95.9,35.6,65.71,17.3,5.1,11.6,2.81,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,63.74,67.68,,,,,,,,,,,,,,
FDS,303.51,380.04,183.16,281.6,316.8,246.4,61.1,7.8,273.02,11.2,5.48,8.34,9.93,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,264.83,281.21,303.51,2.4711,0.8237,455.26,125.0,622.2,262.5,364.21,327.79,285.3,285.3,45.0,387.5,8.61
FDX,330.27,344.08,174.92,259.5,291.94,227.06,91.8,27.3,318.83,3.6,1.65,5.72,7.76,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,309.27,328.4,,,,,,,,,,,,,,
FE,46.62,51.3,41.21,46.26,52.04,40.47,53.7,0.8,47.79,-2.4,-0.34,4.12,0.89,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,46.35,49.22,,,,,,,,,,,,,,
FER,62.76,74.06,52.13,63.1,70.98,55.21,48.5,-0.5,64.25,-2.3,-1.13,4.85,1.05,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,62.33,66.18,,,,,,,,,,,,,,
FERG,237.07,268.59,203.74,236.16,265.68,206.64,51.4,0.4,239.32,-0.9,2.11,7.13,6.83,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,232.14,246.5,,,,,,,,,,,,,,
FFIV,381.44,435.0,223.76,329.38,370.55,288.21,74.6,15.8,402.72,-5.3,-1.82,7.1,11.89,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,390.64,414.8,,,,,,,,,,,,,,
FHB,26.12,30.29,21.75,26.02,29.28,22.77,51.2,0.4,27.69,-5.6,-2.93,3.13,0.44,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,26.85,28.52,,,,,,,,,,,,,,
FHI,64.91,66.8,45.44,56.12,63.14,49.11,91.2,15.7,61.28,5.9,3.81,3.55,1.63,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,59.44,63.11,,,,,,,,,,,,,,
FHN,24.69,26.43,19.39,22.91,25.78,20.05,75.3,7.8,25.55,-3.3,-0.36,5.26,0.49,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,24.78,26.32,,,,,,,,,,,,,,
FICO,1172.21,1998.01,870.01,1434.01,1613.26,1254.76,26.8,-18.3,1156.93,1.3,-3.97,12.99,47.98,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,1122.22,1191.64,,,,,,,,,,,,,,
FIG,27.48,78.0,16.6,47.3,53.21,41.39,17.7,-41.9,24.54,12.0,7.3,23.54,1.88,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,23.81,25.28,,,,,,,,,,,,,,
FINT,36.93,37.2,28.77,32.99,37.11,28.86,96.8,12.0,36.16,2.1,1.09,2.28,0.24,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,35.08,37.25,36.93,20.3087,6.7696,55.4,125.0,75.71,262.5,44.32,39.88,34.71,34.71,45.0,387.5,8.61
FIS,41.35,69.65,37.42,53.53,60.22,46.84,12.2,-22.8,42.52,-2.8,0.58,8.57,1.43,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,41.24,43.79,,,,,,,,,,,,,,
FISV,52.92,140.19,47.04,93.62,105.32,81.91,6.3,-43.5,52.53,0.7,1.14,10.91,2.22,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,50.96,54.11,,,,,,,,,,,,,,
FITB,55.06,59.5,39.08,49.29,55.45,43.13,78.3,11.7,57.11,-3.6,-0.23,4.61,1.02,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,55.4,58.83,,,,,,,,,,,,,,
FIVE,259.91,260.11,137.77,198.94,223.81,174.07,99.8,30.6,222.1,17.0,9.94,10.79,9.1,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,215.43,228.76,,,,,,,,,,,,,,
FIVN,32.78,34.58,13.29,23.94,26.93,20.94,91.5,36.9,28.86,13.6,11.14,24.23,2.01,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,27.99,29.72,,,,,,,,,,,,,,
FIX,1608.55,2072.1,668.82,1370.46,1541.77,1199.15,67.0,17.4,1718.05,-6.4,-1.49,11.88,84.45,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,1666.51,1769.59,,,,,,,,,,,,,,
FIZZ,33.32,42.41,27.8,35.1,39.49,30.72,37.8,-5.1,31.57,5.5,2.46,5.73,0.89,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,30.62,32.52,33.32,22.509,7.503,49.98,125.0,68.31,262.5,39.98,35.99,31.32,31.32,45.0,387.5,8.61
FLEX,107.26,166.86,49.36,108.11,121.62,94.6,49.3,-0.8,119.95,-10.6,-6.06,11.64,6.2,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,116.35,123.55,,,,,,,,,,,,,,
FLG,13.43,15.44,10.55,12.99,14.62,11.37,58.8,3.3,14.24,-5.8,-2.18,3.38,0.24,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,13.82,14.67,,,,,,,,,,,,,,
FLO,7.26,14.7,6.69,10.69,12.03,9.36,7.1,-32.1,7.59,-4.4,-4.38,10.63,0.3,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,7.36,7.82,,,,,,,,,,,,,,
FLR,51.88,57.93,39.33,48.63,54.71,42.55,67.4,6.7,51.5,0.7,1.46,21.21,2.69,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,49.95,53.04,51.88,14.4564,4.8188,77.82,125.0,106.35,262.5,62.26,56.03,48.77,48.77,45.0,387.5,8.61
FLS,80.73,91.86,48.28,70.07,78.83,61.31,74.5,15.2,75.44,7.0,3.85,4.82,2.03,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,73.17,77.7,80.73,9.2902,3.0967,121.1,125.0,165.5,262.5,96.88,87.19,75.89,75.89,45.0,387.5,8.61
FLUT,102.56,309.41,89.71,199.56,224.51,174.62,5.8,-48.6,101.59,0.9,-2.83,16.88,5.36,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,98.55,104.64,,,,,,,,,,,,,,
FLY,23.31,62.17,16.0,39.08,43.97,34.2,15.8,-40.4,22.69,2.7,-1.53,17.35,1.93,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,22.01,23.37,,,,,,,,,,,,,,
FLYW,19.5,19.73,10.55,15.14,17.03,13.25,97.5,28.8,17.66,10.4,0.9,12.04,0.75,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,17.13,18.19,,,,,,,,,,,,,,
FMC,11.3,39.44,9.95,24.69,27.78,21.61,4.6,-54.2,10.82,4.4,-2.0,8.44,0.44,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,10.5,11.15,,,,,,,,,,,,,,
FMX,121.7,141.47,80.91,111.19,125.09,97.29,67.4,9.5,124.19,-2.0,-2.23,4.62,2.35,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,120.46,127.91,,,,,,,,,,,,,,
FN,423.0,748.89,275.22,512.06,576.06,448.05,31.2,-17.4,495.47,-14.6,0.4,24.85,41.62,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,480.61,510.34,,,,,,,,,,,,,,
FNB,18.55,19.59,14.15,16.87,18.98,14.76,80.9,10.0,19.03,-2.5,0.06,4.11,0.31,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,18.46,19.6,,,,,,,,,,,,,,
FND,54.69,92.4,42.64,67.52,75.96,59.08,24.2,-19.0,57.01,-4.1,-0.0,11.63,2.48,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,55.3,58.72,,,,,,,,,,,,,,
FNV,268.42,284.6,179.64,232.12,261.13,203.1,84.6,15.6,225.22,19.2,5.88,9.96,8.86,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,218.47,231.98,268.42,2.7941,0.9314,402.63,125.0,550.26,262.5,322.1,289.89,252.31,252.31,45.0,387.5,8.61
FORM,107.96,160.27,27.81,94.04,105.8,82.29,60.5,14.8,113.1,-4.6,-0.88,19.62,9.0,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,109.71,116.5,,,,,,,,,,,,,,
FOUR,47.95,92.79,34.56,63.68,71.63,55.72,23.0,-24.7,48.82,-1.8,-2.45,26.05,3.74,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,47.36,50.29,,,,,,,,,,,,,,
FOXA,69.24,76.02,48.34,62.18,69.95,54.41,75.5,11.4,61.16,13.2,7.66,9.2,2.05,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,59.33,63.0,,,,,,,,,,,,,,
FOXF,21.57,30.56,13.08,21.82,24.55,19.09,48.6,-1.1,19.69,9.5,7.93,14.85,0.97,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,19.1,20.28,21.57,34.7705,11.5902,32.36,125.0,44.22,262.5,25.88,23.3,20.28,20.28,45.0,387.5,8.61
FR,63.22,69.88,47.97,58.92,66.29,51.56,69.6,7.3,64.96,-2.7,-0.31,2.28,0.94,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,63.01,66.91,,,,,,,,,,,,,,
FRA,10.81,11.8,9.92,10.86,12.22,9.5,47.3,-0.5,10.76,0.5,0.79,2.12,0.09,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,10.43,11.08,,,,,,,,,,,,,,
FRHC,159.01,181.88,107.97,144.93,163.05,126.81,69.1,9.7,153.93,3.3,0.66,12.79,7.18,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,149.31,158.55,159.01,4.7167,1.5722,238.52,125.0,325.97,262.5,190.81,171.73,149.47,149.47,45.0,387.5,8.61
FRO,43.71,45.17,18.46,31.81,35.79,27.84,94.5,37.4,39.72,10.1,4.77,8.83,1.48,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,38.53,40.91,,,,,,,,,,,,,,
FROG,90.63,99.22,34.05,66.64,74.96,58.31,86.8,36.0,86.4,4.9,-0.69,15.1,5.51,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,83.81,88.99,,,,,,,,,,,,,,
FRPT,76.79,86.0,46.45,66.23,74.5,57.95,76.7,16.0,64.8,18.5,9.88,17.52,3.35,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,62.86,66.75,76.79,9.7669,3.2556,115.18,125.0,157.42,262.5,92.15,82.93,72.18,72.18,45.0,387.5,8.61
FRSH,13.2,14.06,6.79,10.43,11.73,9.12,88.2,26.7,11.6,13.8,7.04,11.93,0.54,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,11.25,11.95,,,,,,,,,,,,,,
FSK,12.02,15.32,9.2,12.26,13.79,10.73,46.1,-1.9,11.42,5.2,4.75,11.8,0.39,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,11.08,11.77,,,,,,,,,,,,,,
FSLR,209.68,320.95,182.99,251.97,283.47,220.47,19.3,-16.8,219.46,-4.5,-1.09,10.21,12.28,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,212.88,226.05,,,,,,,,,,,,,,
FSS,120.63,134.35,101.07,117.71,132.42,102.99,58.8,2.5,122.15,-1.2,-0.04,6.06,3.63,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,118.49,125.82,,,,,,,,,,,,,,
FTAI,198.98,321.7,143.86,232.78,261.88,203.68,31.0,-14.5,212.64,-6.4,-3.74,15.38,11.61,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,206.26,219.02,,,,,,,,,,,,,,
FTI,75.79,80.55,35.18,57.86,65.1,50.63,89.5,31.0,73.92,2.5,4.11,8.33,2.45,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,71.71,76.14,75.79,9.8958,3.2986,113.68,125.0,155.37,262.5,90.95,81.85,71.24,71.24,45.0,387.5,8.61
FTS,55.28,58.92,47.45,53.18,59.83,46.53,68.3,3.9,56.62,-2.4,-0.64,3.4,0.82,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,54.92,58.31,,,,,,,,,,,,,,
FUL,58.04,68.05,48.3,58.17,65.44,50.9,49.3,-0.2,58.21,-0.3,2.16,9.78,2.12,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,56.46,59.96,,,,,,,,,,,,,,
FULT,23.67,25.23,16.16,20.69,23.28,18.11,82.9,14.4,24.38,-2.9,-0.0,3.57,0.41,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,23.65,25.11,,,,,,,,,,,,,,
FUN,16.87,27.37,12.51,19.94,22.43,17.45,29.3,-15.4,17.26,-2.3,-6.09,20.4,1.03,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,16.74,17.78,,,,,,,,,,,,,,
FUTU,115.23,199.33,80.5,139.92,157.41,122.43,29.2,-17.6,105.36,9.4,4.49,15.45,5.2,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,102.2,108.52,,,,,,,,,,,,,,
FVRR,9.37,28.0,8.6,18.3,20.59,16.01,3.9,-48.8,9.84,-4.8,-6.06,10.26,0.36,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,9.55,10.14,,,,,,,,,,,,,,
FWONK,107.2,109.36,80.15,94.76,106.6,82.91,92.6,13.1,100.81,6.3,2.27,6.1,2.58,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,97.78,103.83,,,,,,,,,,,,,,
FWRD,17.66,32.0,7.86,19.93,22.42,17.44,40.6,-11.4,16.35,8.0,12.63,21.32,1.2,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,15.86,16.84,,,,,,,,,,,,,,
G,37.48,48.12,26.85,37.49,42.17,32.8,50.0,-0.0,33.71,11.2,6.55,8.96,1.26,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,32.7,34.72,,,,,,,,,,,,,,
GAP,20.32,28.88,17.94,23.41,26.34,20.49,21.7,-13.2,20.18,0.7,2.19,8.19,0.61,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,19.57,20.79,,,,,,,,,,,,,,
GATX,177.79,204.78,148.77,176.78,198.88,154.68,51.8,0.6,179.65,-1.0,0.4,2.96,3.43,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,174.26,185.04,,,,,,,,,,,,,,
GBCI,46.94,54.58,39.06,46.82,52.68,40.97,50.7,0.2,49.94,-6.0,-1.95,4.54,0.96,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,48.44,51.44,,,,,,,,,,,,,,
GD,382.19,400.0,305.43,352.71,396.8,308.62,81.2,8.4,383.77,-0.4,1.97,3.34,6.18,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,372.25,395.28,,,,,,,,,,,,,,
GDDY,100.52,150.47,71.59,111.03,124.91,97.15,36.7,-9.5,93.92,7.0,3.06,13.16,4.09,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,91.11,96.74,,,,,,,,,,,,,,
GDS,31.86,48.61,26.97,37.79,42.51,33.07,22.6,-15.7,32.53,-2.1,2.22,10.97,1.61,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,31.56,33.51,,,,,,,,,,,,,,
GE,340.85,388.84,265.02,326.93,367.8,286.07,61.2,4.3,358.71,-5.0,-0.69,7.38,9.42,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,347.95,369.47,,,,,,,,,,,,,,
GEF,86.17,90.57,54.36,72.47,81.52,63.41,87.8,18.9,83.68,3.0,5.86,4.11,2.13,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,81.17,86.19,86.17,8.7037,2.9012,129.26,125.0,176.65,262.5,103.4,93.06,81.0,81.0,45.0,387.5,8.61
GEHC,74.34,89.64,58.72,74.18,83.45,64.91,50.5,0.2,68.6,8.4,4.42,4.91,1.58,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,66.54,70.65,,,,,,,,,,,,,,
GEN,29.17,31.26,17.61,24.43,27.49,21.38,84.7,19.4,27.51,6.0,3.15,8.49,1.02,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,26.69,28.34,29.17,25.7113,8.5704,43.76,125.0,59.8,262.5,35.0,31.5,27.42,27.42,45.0,387.5,8.61
GEO,32.07,33.15,12.51,22.83,25.68,19.98,94.8,40.5,30.89,3.8,1.68,9.22,1.45,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,29.96,31.81,,,,,,,,,,,,,,
GEV,940.43,1195.94,529.18,862.56,970.38,754.74,61.7,9.0,1011.34,-7.0,-2.99,9.04,40.69,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,981.0,1041.68,,,,,,,,,,,,,,
GFI,47.27,59.9,28.72,44.31,49.85,38.77,59.5,6.7,36.95,27.9,8.7,15.16,2.11,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,35.84,38.06,,,,,,,,,,,,,,
GFL,41.74,51.36,33.32,42.34,47.63,37.04,46.7,-1.4,40.52,3.0,1.93,5.49,1.06,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,39.3,41.73,,,,,,,,,,,,,,
GFS,46.12,92.42,31.54,61.98,69.73,54.23,23.9,-25.6,52.84,-12.7,-11.75,16.05,2.95,OUI,NON,NON,NON,NON,NON,NON,🔴 Rejet,51.26,54.43,,,,,,,,,,,,,,
GGAL,43.4,60.37,24.82,42.59,47.92,37.27,52.3,1.9,47.44,-8.5,-5.24,8.93,1.82,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,46.02,48.87,,,,,,,,,,,,,,
GGB,4.32,5.13,2.82,3.97,4.47,3.48,65.2,8.8,4.73,-8.6,2.57,8.79,0.18,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,4.59,4.87,,,,,,,,,,,,,,
GGG,80.46,94.99,72.22,83.61,94.06,73.16,36.2,-3.8,79.71,0.9,3.22,3.36,1.41,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,77.32,82.11,,,,,,,,,,,,,,
GH,164.66,176.58,53.4,114.99,129.36,100.62,90.3,43.2,158.02,4.2,0.47,11.12,7.11,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,153.27,162.76,,,,,,,,,,,,,,
GHC,1170.61,1262.35,923.5,1092.93,1229.54,956.31,72.9,7.1,1182.3,-1.0,0.28,4.33,35.84,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,1146.83,1217.77,,,,,,,,,,,,,,
GIB,74.88,97.03,59.53,78.28,88.07,68.5,40.9,-4.4,71.44,4.8,3.88,5.52,1.72,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,69.3,73.58,,,,,,,,,,,,,,
GIL,55.25,72.73,46.35,59.54,66.98,52.1,33.7,-7.2,54.54,1.3,3.11,5.86,1.5,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,52.9,56.17,,,,,,,,,,,,,,
